артикул,файл,дата,мин. % наценки,название,цена на сайте,цена закупки,рекомендованная цена,минимальная цена конкурента,код поставщика,220 вольт,все инструменты,беру,кувалда,леруа мерлен,технопоинт,арсенал трейдинг,ситилинк,ozon
23380,dewalt,20190703 18-22-51,5,Термометр DeWalt DCT 414 D1,11270,7329,11270,,DCT414D1-QW,,,,,,,,,
23436,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt D 27111,67590,53394,67590,,D27111-QS,,,,,,,,,
23441,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DW 711,45950,32681,45950,,DW711-QS,,,,,,,,,
23443,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DW 713,26090,19741,26090,,DW713-KS,,,,,,,,,
23445,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DW 714,20830,16609,20830,,DW714-KS,,,,,,,,,
23448,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DW 717 XPS,70760,50328,70760,,DW717XPS-QS,,,,,,,,,
23453,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DWS 774,29070,22949,29070,,DWS774-QS,,,,,,,,,
23454,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DWS 777,35740,28247,35740,,DWS777-QS,,,,,,,,,
23455,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DWS 778,51380,36548,51380,,DWS778-QS,,,,,,,,,
23456,dewalt,20190703 18-22-51,5,Торцовая пила DeWalt DWS 780,66600,56700,66600,,DWS780-QS,,,,,,,,,
23909,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt D 28136 KD,10069,6619,10069,,D28136KD,,,,,,,,,
23925,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt D 28498,13710,9619,13710,,D28498-QS,,,,,,,,,
23929,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4015,3990,3496,3990,,DWE4015-KS,,,,,,,,,
23930,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4051,4690,4151,4690,,DWE4051-KS,,,,,,,,,
58928,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4119,5290,4330,5290,,DWE4119-KS,,,,,,,,,
61087,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4121 D4,4990,3562,4990,,DWE4121D4-RK,,,,,,,,,
23932,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4150 ,5680,4036,5680,,DWE4150-KS,,,,,,,,,
23933,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4151,4990,4411,4990,,DWE4151-KS,,,,,,,,,
23935,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4205,6790,5549,6790,,DWE4205-KS,,,,,,,,,
23936,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4215,7290,5995,7290,,DWE4215-KS,,,,,,,,,
23937,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4227,9720,7658,9720,,DWE4227-QS,,,,,,,,,
23938,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4237,8930,6353,8930,,DWE4237-QS,,,,,,,,,
23939,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4238,9380,7408,9380,,DWE4238-KS,,,,,,,,,
23940,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4257,8890,7567,8890,,DWE4257-KS,,,,,,,,,
58915,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4347,14990,11819,14990,,DWE4347-QS,,,,,,,,,
60127,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4357,15990,12608,15990,,DWE4357-QS,,,,,,,,,
23941,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4559,12840,10145,12840,,DWE4559-QS,,,,,,,,,
23942,dewalt,20190703 18-22-51,5,Угловая шлифовальная машина DeWalt DWE 4579,14490,11470,14490,,DWE4579-QS,,,,,,,,,
